"Name","PlayerID","Year","Tm","Age","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","USG","Rank","First","Pts.Won","Pts.Max","Share","MVP"
"Mark Eaton","eatonma01",1985,"UTA",28,82,0.5,1,34.3,9.7,11.3,1.5,0.4,5.6,0.449,NA,0.712,5.4,0.093,50.2,-4.2,5,0.7,14.1,16,0,4,780,0.005,0
"Paul Pressey","presspa01",1985,"MIL",26,80,0.719512195121951,0.975609756097561,36,16.1,5.4,6.8,1.6,0.7,0.517,0.35,0.758,9.6,0.16,57.7,3.2,1.3,4.5,19.2,17,0,3,780,0.004,0
"Jack Sikma","sikmaja01",1985,"SEA",29,68,0.378048780487805,0.829268292682927,35.3,18.5,10.6,4.2,1.2,1.3,0.489,0.2,0.852,8.3,0.166,56.4,0.7,2.2,2.9,22.2,17,0,3,780,0.004,0
"Dominique Wilkins","wilkido01",1985,"ATL",25,81,0.414634146341463,0.98780487804878,37.3,27.4,6.9,2.5,1.7,0.7,0.451,0.309,0.806,7.6,0.121,51.4,0.9,1,1.9,32.5,17,0,3,780,0.004,0
"World B Free","freewo01",1985,"CLE",31,71,0.439024390243902,0.865853658536585,31.7,22.5,3,4.5,1.1,0.2,0.459,0.368,0.749,6,0.127,52.9,3,-0.8,2.2,29.4,20,0,2,780,0.003,0
"Purvis Short","shortpu01",1985,"GSW",27,78,0.268292682926829,0.951219512195122,39.5,28,5.1,3,1.5,0.3,0.46,0.313,0.817,6.2,0.097,53.3,1.3,-1.3,0,29.1,20,0,2,780,0.003,0
"Clyde Drexler","drexlcl01",1985,"POR",22,80,0.51219512195122,0.975609756097561,31.9,17.2,6,5.5,2.2,0.9,0.494,0.216,0.759,7.5,0.141,53.4,3.2,1.7,4.8,23.5,22,0,1,780,0.001,0
"Julius Erving","ervinju01",1985,"PHI",34,78,0.707317073170732,0.951219512195122,32.5,20,5.3,3,1.7,1.4,0.494,0.214,0.765,7.6,0.144,54.6,2,1.4,3.4,26,22,0,1,780,0.001,0
"Larry Bird","birdla01",1984,"BOS",27,79,0.75609756097561,0.963414634146341,38.3,24.2,10.1,6.6,1.8,0.9,0.492,0.247,0.888,13.6,0.215,55.2,4.4,2.2,6.6,26.7,1,52,652,760,0.858,1
"Bernard King","kingbe01",1984,"NYK",27,77,0.573170731707317,0.939024390243902,34.6,26.3,5.1,2.1,1,0.2,0.572,0,0.779,12.1,0.218,61.9,3.9,-0.1,3.7,28.7,2,11,373,760,0.491,0
"Magic Johnson","johnsma02",1984,"LAL",24,67,0.658536585365854,0.817073170731707,38.3,17.6,7.3,13.1,2.2,0.7,0.565,0.207,0.81,10.2,0.191,62.8,5.6,1.3,6.9,19.5,3,5,305,760,0.401,0
"Kareem Abdul-Jabbar","abdulka01",1984,"LAL",36,80,0.658536585365854,0.975609756097561,32.8,21.5,7.3,2.6,0.7,1.8,0.578,0,0.723,8.9,0.163,60.8,1,0.7,1.7,25.1,4,3,153,760,0.201,0
"Isiah Thomas","thomais01",1984,"DET",22,82,0.597560975609756,1,36.7,21.3,4,11.1,2.5,0.4,0.462,0.338,0.733,9.1,0.144,52,4.7,1,5.7,25.4,5,1,115,760,0.151,0
"Julius Erving","ervinju01",1984,"PHI",33,77,0.634146341463415,0.939024390243902,34.8,22.4,6.9,4,1.8,1.8,0.512,0.333,0.754,10.1,0.18,56.2,3,2.2,5.3,27.2,6,1,98,760,0.129,0
"Adrian Dantley","dantlad01",1984,"UTA",28,79,0.548780487804878,0.963414634146341,37.8,30.6,5.7,3.9,0.8,0.1,0.558,0.25,0.859,14.6,0.235,65.2,5.9,-1.8,4.1,28.2,7,1,88,760,0.116,0
"Sidney Moncrief","moncrsi01",1984,"MIL",26,79,0.609756097560976,0.963414634146341,38.9,20.9,6.7,4.5,1.4,0.3,0.498,0.278,0.848,12.7,0.198,59.1,4,0.5,4.5,22.2,8,1,70,760,0.092,0
"Jeff Ruland","rulanje01",1984,"WSB",25,75,0.426829268292683,0.914634146341463,41.1,22.2,12.3,3.9,0.9,1,0.579,0.143,0.733,9.3,0.144,63.3,0.6,0.8,1.3,23,9,1,38,760,0.05,0
"Moses Malone","malonmo01",1984,"PHI",28,71,0.634146341463415,0.865853658536585,36.8,22.7,13.4,1.4,1,1.5,0.483,0,0.75,9.5,0.175,56.6,0.7,2,2.7,26.4,10,0,35,760,0.046,0
"Mark Aguirre","aguirma01",1984,"DAL",24,79,0.524390243902439,0.963414634146341,36.7,29.5,5.9,4.5,1,0.3,0.524,0.268,0.749,9,0.149,57.2,3.6,-0.9,2.7,33.4,11,0,28,760,0.037,0
"Bill Laimbeer","laimbbi01",1984,"DET",26,82,0.597560975609756,1,34.9,17.3,12.2,1.8,0.6,1,0.53,0,0.866,10.8,0.181,59,1.9,0.5,2.4,18.2,12,0,9,760,0.012,0
"Rickey Green","greenri01",1984,"UTA",29,81,0.548780487804878,0.98780487804878,34.2,13.2,2.8,9.2,2.7,0.2,0.486,0.118,0.821,7.9,0.138,53.2,3.4,2,5.4,16.9,13,0,8,760,0.011,0
"World B Free","freewo01",1984,"CLE",30,75,0.341463414634146,0.914634146341463,31.7,22.3,2.9,3,1.3,0.1,0.445,0.319,0.784,5.3,0.107,51.2,1.2,-0.8,0.4,31.3,14,0,1,760,0.001,0
"Marques Johnson","johnsma01",1984,"MIL",27,74,0.609756097560976,0.902439024390244,36.7,20.7,6.5,4.3,1.6,0.6,0.502,0.154,0.709,8.6,0.152,53.4,2.2,1.6,3.8,25.2,14,0,1,760,0.001,0
"Moses Malone","malonmo01",1983,"PHI",27,78,0.792682926829268,0.951219512195122,37.5,24.5,15.3,1.3,1.1,2,0.501,0,0.761,15.1,0.248,57.8,3,3.1,6.2,26,1,69,720,750,0.96,1
"Larry Bird","birdla01",1983,"BOS",26,79,0.682926829268293,0.963414634146341,37.7,23.6,11,5.8,1.9,0.9,0.504,0.286,0.84,14,0.225,56.1,4.2,2.1,6.3,25,2,1,364,750,0.485,0
"Magic Johnson","johnsma02",1983,"LAL",23,79,0.707317073170732,0.963414634146341,36.8,16.8,8.6,10.5,2.2,0.6,0.548,0,0.8,12.5,0.207,60.3,6.5,1,7.5,19,3,2,304.5,750,0.406,0
"Sidney Moncrief","moncrsi01",1983,"MIL",25,76,0.621951219512195,0.926829268292683,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,60.2,5.2,0.6,5.8,24.7,4,0,226,750,0.301,0
"Julius Erving","ervinju01",1983,"PHI",32,72,0.792682926829268,0.878048780487805,33.6,21.4,6.8,3.7,1.6,1.8,0.517,0.286,0.759,10.9,0.217,56.6,3.9,2,5.9,25.5,5,3,112,750,0.149,0
"Alex English","englial01",1983,"DEN",29,82,0.548780487804878,1,36.4,28.4,7.3,4.8,1.4,1.5,0.516,0.167,0.829,10.3,0.166,56.1,4.7,-0.1,4.6,28.9,6,0,42,750,0.056,0
"Buck Williams","willibu01",1983,"NJN",22,82,0.597560975609756,1,36.1,17,12.5,1.5,1.1,1.3,0.588,0,0.62,11.4,0.185,61.1,1.7,1.3,3,18.4,7,0,40,750,0.053,0
"Artis Gilmore","gilmoar01",1983,"SAS",33,82,0.646341463414634,1,34.1,18,12,1.5,0.5,2.3,0.626,0,0.74,11,0.189,66.8,1.6,0.6,2.1,19.4,8,0,33,750,0.044,0
"George Gervin","gervige01",1983,"SAS",30,78,0.646341463414634,0.951219512195122,36.3,26.2,4.6,3.4,1.1,0.9,0.487,0.364,0.853,9.4,0.159,56.1,2.7,-0.9,1.7,29.1,9,0,30,750,0.04,0
"Kareem Abdul-Jabbar","abdulka01",1983,"LAL",35,79,0.707317073170732,0.963414634146341,32.3,21.8,7.5,2.5,0.8,2.2,0.588,0,0.749,10.9,0.205,61.9,2.2,0.7,2.9,24.6,10,0,15,750,0.02,0
"Jack Sikma","sikmaja01",1983,"SEA",27,75,0.585365853658537,0.914634146341463,34.2,18.2,11.4,3.1,1.2,0.9,0.464,0,0.837,9.8,0.183,54.6,0.6,2.6,3.3,22.5,11,0,13,750,0.017,0
"Jeff Ruland","rulanje01",1983,"WSB",24,79,0.51219512195122,0.963414634146341,36.2,19.4,11,3,0.9,1,0.552,0.333,0.689,10.1,0.169,59.5,0.2,2.1,2.4,23,12,0,12,750,0.016,0
"Terry Cummings","cummite01",1983,"SDC",21,70,0.304878048780488,0.853658536585366,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0,0.709,8.7,0.164,55.7,2.7,0.6,3.3,26,13,0,10,750,0.013,0
"Maurice Lucas","lucasma01",1983,"PHO",30,77,0.646341463414634,0.939024390243902,33.6,16.5,10.4,2.8,0.7,0.6,0.474,0.333,0.781,7.1,0.132,52.8,-0.5,0.5,-0.1,22.5,14,0,9,750,0.012,0
"Alton Lister","listeal01",1983,"MIL",24,80,0.621951219512195,0.975609756097561,23.6,8.4,7.1,1.4,0.6,2.2,0.529,NA,0.537,3.8,0.096,54.3,-2.1,2.1,-0.1,17.7,15,0,5,750,0.007,0
"Bernard King","kingbe01",1983,"NYK",26,68,0.536585365853659,0.829268292682927,32.5,21.9,4.8,2.9,1.3,0.2,0.528,0,0.722,7.5,0.163,56.6,1.9,0.8,2.7,29.1,16,0,4,750,0.005,0
"Isiah Thomas","thomais01",1983,"DET",21,81,0.451219512195122,0.98780487804878,38.2,22.9,4,7.8,2.5,0.4,0.472,0.288,0.71,7.4,0.115,52.5,2.4,0.7,3.1,26.1,16,0,4,750,0.005,0
"Larry Drew","drewla01",1983,"KCK",24,75,0.548780487804878,0.914634146341463,35.9,20.1,2.8,8.1,1.7,0.1,0.492,0.125,0.82,7.2,0.128,54.5,2.5,-0.4,2.1,23.7,18,0,3,750,0.004,0
"Gus Williams","willigu01",1983,"SEA",29,80,0.585365853658537,0.975609756097561,34.5,20,2.6,8,2.3,0.3,0.477,0.047,0.751,8.5,0.148,51.7,3.1,1.7,4.8,25.8,18,0,3,750,0.004,0
"Dan Roundfield","roundda01",1983,"ATL",29,77,0.524390243902439,0.939024390243902,36.5,19,11.4,2.9,0.8,1.5,0.47,0.185,0.749,7.4,0.127,52.6,0.3,0.5,0.8,24.2,20,0,2,750,0.003,0
"Marques Johnson","johnsma01",1983,"MIL",26,80,0.621951219512195,0.975609756097561,35.7,21.4,7,4.5,1.3,0.7,0.509,0.2,0.735,10.7,0.18,54.3,3.4,1.1,4.4,25.7,21,0,1.5,750,0.002,0
"Norm Nixon","nixonno01",1983,"LAL",27,79,0.707317073170732,0.963414634146341,34.3,15.1,2.6,7.2,1.3,0.1,0.475,0,0.744,3.9,0.069,49.8,0.4,-1.4,-1,20.9,22,0,1,750,0.001,0
"Kiki Vandeweghe","vandeki01",1983,"DEN",24,82,0.548780487804878,1,35.5,26.7,5.3,2.5,0.8,0.5,0.547,0.294,0.875,11,0.182,61.3,3.9,-1.7,2.2,24.9,22,0,1,750,0.001,0
"Moses Malone","malonmo01",1982,"HOU",26,81,0.560975609756098,0.98780487804878,42,31.1,14.7,1.8,0.9,1.5,0.519,0,0.762,15.4,0.218,57.6,3.7,0.2,3.9,29.9,1,40,507,690,0.735,1
"Larry Bird","birdla01",1982,"BOS",25,77,0.768292682926829,0.939024390243902,38,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.863,12.5,0.205,55.7,3.7,2.3,6,25.2,2,20,406,690,0.588,0
"Julius Erving","ervinju01",1982,"PHI",31,81,0.707317073170732,0.98780487804878,34.4,24.4,6.9,3.9,2,1.7,0.546,0.273,0.763,13.3,0.229,59.3,5.1,2.4,7.5,28.1,3,1,203,690,0.294,0
"Robert Parish","parisro01",1982,"BOS",28,80,0.768292682926829,0.975609756097561,31.7,19.9,10.8,1.8,0.9,2.4,0.542,NA,0.71,10,0.19,57.1,1.2,3.3,4.5,25.5,4,4,131,690,0.19,0
"Gus Williams","willigu01",1982,"SEA",28,80,0.634146341463415,0.975609756097561,36,23.4,3.1,6.9,2.2,0.5,0.486,0.225,0.734,10.2,0.171,52.6,3,1.9,4.9,28.5,5,2,115,690,0.167,0
"George Gervin","gervige01",1982,"SAS",29,79,0.585365853658537,0.963414634146341,35.7,32.3,5,2.4,1,0.6,0.5,0.278,0.864,10.7,0.182,56.2,3.7,-0.9,2.8,35,6,1,110,690,0.159,0
"Sidney Moncrief","moncrsi01",1982,"MIL",24,80,0.670731707317073,0.975609756097561,37.3,19.8,6.7,4.8,1.7,0.3,0.523,0.071,0.817,13.4,0.216,60.1,4.6,1.1,5.8,21,7,1,101,690,0.146,0
"Magic Johnson","johnsma02",1982,"LAL",22,78,0.695121951219512,0.951219512195122,38.3,18.6,9.6,9.5,2.7,0.4,0.537,0.207,0.76,12.9,0.207,59,5.9,1.9,7.8,20.1,8,0,67,690,0.097,0
"Jack Sikma","sikmaja01",1982,"SEA",26,82,0.634146341463415,1,37.2,19.6,12.7,3.4,1.2,1.3,0.479,0.154,0.855,12.6,0.199,55.9,0.6,3.9,4.5,22.5,9,0,33,690,0.048,0
"Kareem Abdul-Jabbar","abdulka01",1982,"LAL",34,76,0.695121951219512,0.926829268292683,35.2,23.9,8.7,3,0.8,2.7,0.579,0,0.706,10.7,0.192,60.8,1.4,1.6,3,25.6,10,0,31,690,0.045,0
"Dan Roundfield","roundda01",1982,"ATL",28,61,0.51219512195122,0.74390243902439,36.3,18.6,11.8,2.7,1,1.5,0.466,0.2,0.76,6.5,0.141,52.7,0.6,1.5,2.1,24.6,11,0,14,690,0.02,0
"Kelly Tripucka","tripuke01",1982,"DET",22,82,0.475609756097561,1,37.5,21.6,5.4,3.3,1.1,0.2,0.496,0.227,0.797,7.5,0.117,57,1.7,-1.2,0.5,23.3,11,0,14,690,0.02,0
"Alex English","englial01",1982,"DEN",28,82,0.560975609756098,1,36.8,25.4,6.8,5.3,1.1,1.5,0.551,0,0.84,9.5,0.152,59.6,4.8,-0.9,3.9,25.3,13,0,12,690,0.017,0
"Bernard King","kingbe01",1982,"GSW",25,79,0.548780487804878,0.963414634146341,36.2,23.2,5.9,3.6,1,0.3,0.566,0.2,0.705,8.7,0.147,60,2.6,-1,1.6,25.3,14,0,10,690,0.014,0
"Adrian Dantley","dantlad01",1982,"UTA",26,81,0.304878048780488,0.98780487804878,39.8,30.3,6.3,4,1.2,0.2,0.57,0.333,0.792,12.6,0.187,63.1,5,-1.7,3.2,27.9,15,0,7,690,0.01,0
"Ray Williams","willira01",1982,"NJN",27,82,0.536585365853659,1,33.3,20.4,4,6,2.4,0.5,0.462,0.167,0.832,7.9,0.139,52.7,1.7,1.9,3.6,27.4,16,0,6,690,0.009,0
"Michael Cooper","coopemi01",1982,"LAL",25,76,0.695121951219512,0.926829268292683,28.9,11.9,3.5,3,1.6,0.8,0.517,0.118,0.813,5,0.109,55.6,0.2,0.7,0.9,17.5,17,0,3,690,0.004,0
"Dan Issel","isselda01",1982,"DEN",33,81,0.560975609756098,0.98780487804878,30.5,22.9,7.5,2.2,0.8,0.7,0.527,0.667,0.834,9.8,0.19,60.8,3,-1.8,1.2,26,17,0,3,690,0.004,0
"Marques Johnson","johnsma01",1982,"MIL",25,60,0.670731707317073,0.731707317073171,31.7,16.5,6.1,3.6,1,0.6,0.532,0,0.7,6.2,0.158,56.6,2.3,0.4,2.7,22.1,17,0,3,690,0.004,0
"Isiah Thomas","thomais01",1982,"DET",20,72,0.475609756097561,0.878048780487805,33.8,17,2.9,7.8,2.1,0.2,0.424,0.288,0.704,2.3,0.046,48.7,-0.1,0.2,0.1,25,17,0,3,690,0.004,0
"Dennis Johnson","johnsde01",1982,"PHO",27,80,0.560975609756098,0.975609756097561,36.7,19.5,5.1,4.6,1.3,0.7,0.47,0.19,0.806,8.1,0.132,54,1.5,0.3,1.8,23.6,21,0,1,690,0.001,0
"Mychal Thompson","thompmy01",1982,"POR",27,79,0.51219512195122,0.963414634146341,39.6,20.8,11.7,4,0.9,1.4,0.523,NA,0.628,8.2,0.125,54.8,0.4,0.4,0.9,22.9,21,0,1,690,0.001,0
"Jay Vincent","vinceja01",1982,"DAL",22,81,0.341463414634146,0.98780487804878,32.4,21.4,7,2.2,1.1,0.3,0.497,0.25,0.716,5.6,0.102,53.2,0,-0.2,-0.2,28.6,21,0,1,690,0.001,0
"Jamaal Wilkes","wilkeja01",1982,"LAL",28,82,0.695121951219512,1,35.4,21.1,4.8,1.7,1.1,0.3,0.525,0,0.732,7.7,0.127,55.4,0.8,-0.7,0,23.6,21,0,1,690,0.001,0
"Buck Williams","willibu01",1982,"NJN",21,82,0.536585365853659,1,34.5,15.5,12.3,1.3,1,1,0.582,0,0.624,8.9,0.152,60.3,0.5,1,1.5,18.2,21,0,1,690,0.001,0
"Julius Erving","ervinju01",1981,"PHI",30,82,0.75609756097561,1,35,24.6,8,4.4,2.1,1.8,0.521,0.222,0.787,13.8,0.231,57.2,4.3,3,7.3,28.4,1,28,454,690,0.658,1
"Larry Bird","birdla01",1981,"BOS",24,82,0.75609756097561,1,39.5,21.2,10.9,5.5,2,0.8,0.478,0.27,0.863,10.8,0.16,52.8,1.9,2.2,4,24.3,2,20,423,690,0.613,0
"Kareem Abdul-Jabbar","abdulka01",1981,"LAL",33,80,0.658536585365854,0.975609756097561,37.2,26.2,10.3,3.4,0.7,2.9,0.574,0,0.766,14.3,0.23,61.6,2.5,1.8,4.3,26.3,3,8,286,690,0.414,0
"Moses Malone","malonmo01",1981,"HOU",25,80,0.48780487804878,0.975609756097561,40.6,27.8,14.8,1.8,1,1.9,0.522,0.333,0.757,13.7,0.202,58.5,2.6,0.8,3.5,27.6,4,8,180,690,0.261,0
"George Gervin","gervige01",1981,"SAS",28,82,0.634146341463415,1,33.7,27.1,5.1,3.2,1.1,0.7,0.492,0.257,0.826,10.5,0.182,55.5,3.2,-0.7,2.6,32.3,5,1,83,690,0.12,0
"Marques Johnson","johnsma01",1981,"MIL",24,76,0.731707317073171,0.926829268292683,33.4,20.3,6.8,4.6,1.5,0.5,0.552,0,0.706,11.2,0.211,58.3,4.8,0.9,5.7,23.3,6,1,73,690,0.106,0
"Robert Parish","parisro01",1981,"BOS",27,82,0.75609756097561,1,28,18.9,9.5,1.8,1,2.6,0.545,0,0.71,10.9,0.228,57.9,1.9,4.1,6,27.1,7,0,53,690,0.077,0
"Dennis Johnson","johnsde01",1981,"PHO",26,79,0.695121951219512,0.963414634146341,33.1,18.8,4.6,3.7,1.7,0.8,0.436,0.216,0.82,8.4,0.154,51.6,0.8,1.6,2.4,24.6,8,0,50,690,0.072,0
"Tiny Archibald","architi01",1981,"BOS",32,80,0.75609756097561,0.975609756097561,35.3,13.8,2.2,7.7,0.9,0.2,0.499,0,0.816,6.9,0.118,58.2,2.1,-1.3,0.7,17.5,9,0,32,690,0.046,0
"Jamaal Wilkes","wilkeja01",1981,"LAL",27,81,0.658536585365854,0.98780487804878,37.4,22.6,5.4,2.9,1.5,0.4,0.526,0.077,0.758,8.5,0.135,55.6,1.3,0,1.4,24.5,10,0,19,690,0.028,0
"Magic Johnson","johnsma02",1981,"LAL",21,37,0.658536585365854,0.451219512195122,37.1,21.6,8.6,8.6,3.4,0.7,0.532,0.176,0.76,6.4,0.225,58.2,5.5,3.6,9,24.3,11,0,18,690,0.026,0
"Adrian Dantley","dantlad01",1981,"UTA",25,80,0.341463414634146,0.975609756097561,42.7,30.7,6.4,4,1.4,0.2,0.559,0.286,0.806,13.6,0.191,62.2,4.3,-1.1,3.2,28.4,12,1,15,690,0.022,0
"Phil Ford","fordph01",1981,"KCK",24,66,0.48780487804878,0.804878048780488,34.7,17.5,1.9,8.8,1.5,0.1,0.478,0.306,0.831,5.2,0.11,55.3,2.1,-0.9,1.2,23.3,12,1,15,690,0.022,0
"Bernard King","kingbe01",1981,"GSW",24,81,0.475609756097561,0.98780487804878,36,21.9,6.8,3.5,0.9,0.4,0.588,0.333,0.703,9.1,0.15,61.7,3.3,-1.2,2.1,23.2,14,0,12,690,0.017,0
"Kelvin Ransey","ranseke01",1981,"POR",22,80,0.548780487804878,0.975609756097561,30.4,15.2,2.4,6.9,1.1,0.1,0.452,0.097,0.749,2.8,0.056,48.4,0.1,-1.5,-1.4,24.3,15,1,11,690,0.016,0
"Jack Sikma","sikmaja01",1981,"SEA",25,82,0.414634146341463,1,35.6,18.7,10.4,3,1,1.1,0.454,0,0.823,8,0.132,51.2,-1,1.8,0.9,23.6,15,0,11,690,0.016,0
"Otis Birdsong","birdsot01",1981,"KCK",25,71,0.48780487804878,0.865853658536585,36.5,24.6,3.6,3.3,1.3,0.3,0.544,0.286,0.697,8.2,0.152,58,2.8,-0.7,2.2,26.8,17,0,7,690,0.01,0
"Micheal Ray Richardson","richami01",1981,"NYK",25,79,0.609756097560976,0.963414634146341,40.2,16.4,6.9,7.9,2.9,0.4,0.469,0.225,0.663,6.9,0.104,51.1,2.7,1.9,4.6,20,17,0,7,690,0.01,0
"Truck Robinson","robintr01",1981,"PHO",29,82,0.695121951219512,1,37.7,18.8,9.6,2.5,0.8,0.5,0.505,NA,0.629,7.6,0.119,53.1,-0.9,0.2,-0.6,21.5,19,0,6,690,0.009,0
"Reggie Theus","theusre01",1981,"CHI",23,82,0.548780487804878,1,34.4,18.9,3.5,5.2,1.5,0.2,0.495,0.2,0.809,9.2,0.156,57.8,4,-0.8,3.2,23.1,19,0,6,690,0.009,0
"Norm Nixon","nixonno01",1981,"LAL",25,79,0.658536585365854,0.963414634146341,37.5,17.1,2.9,8.8,1.8,0.1,0.476,0.167,0.778,5.5,0.089,51.1,1.1,-0.4,0.7,21.8,21,0,5,690,0.007,0
"Artis Gilmore","gilmoar01",1981,"CHI",31,82,0.548780487804878,1,34.5,17.9,10.1,2.1,0.6,2.4,0.67,NA,0.705,12.3,0.208,69.9,2.5,1,3.5,18.5,22,0,4,690,0.006,0
"Bob Lanier","laniebo01",1981,"MIL",32,67,0.731707317073171,0.817073170731707,26.2,14.3,6.2,2.7,1.1,1.2,0.525,1,0.751,6.8,0.185,57.3,0.9,2.6,3.4,21.8,22,0,4,690,0.006,0
"Michael Cooper","coopemi01",1981,"LAL",24,81,0.658536585365854,0.98780487804878,32.4,9.4,4.1,4.1,1.6,1,0.491,0.211,0.785,5,0.092,53,0.2,0.8,1.1,13.5,24,0,3,690,0.004,0
"Walter Davis","daviswa03",1981,"PHO",26,78,0.695121951219512,0.951219512195122,28,18,2.6,3.9,1.2,0.2,0.539,0.412,0.836,7.1,0.157,57.9,2,-0.1,1.9,25.6,24,0,3,690,0.004,0
"George Johnson","johnsge02",1981,"SAS",32,82,0.634146341463415,1,23.6,5,7.3,1.1,0.6,3.4,0.473,NA,0.734,4.5,0.112,51.7,-2,3.5,1.4,10.4,24,0,3,690,0.004,0
"Bobby Jones","jonesbo01",1981,"PHI",29,81,0.75609756097561,0.98780487804878,25.3,13.5,5.4,2.8,1.2,0.9,0.539,0,0.813,9.2,0.217,60.4,2.6,1.5,4.1,20.8,24,0,3,690,0.004,0
"Mike Mitchell","mitchmi01",1981,"CLE",25,82,0.341463414634146,1,39,24.5,6.1,1.7,0.8,0.6,0.476,0.444,0.784,6,0.091,51.3,0.3,-1.1,-0.8,26.9,24,0,3,690,0.004,0
"James Silas","silasja01",1981,"SAS",31,75,0.634146341463415,0.914634146341463,27.4,17.7,3.1,3.8,0.7,0.2,0.477,0,0.85,7,0.164,55.7,2,-1.7,0.4,26.1,24,0,3,690,0.004,0
"Quinn Buckner","bucknqu01",1981,"MIL",26,82,0.731707317073171,1,29.1,13.3,3.6,4.7,2.4,0,0.493,0.167,0.734,5.4,0.108,52.2,0.2,2.2,2.4,21.1,30,0,1,690,0.001,0
"Caldwell Jones","jonesca01",1981,"PHI",30,81,0.75609756097561,0.98780487804878,32.6,7.2,10,1.5,0.7,1.7,0.449,NA,0.767,5.5,0.1,51.2,-3.1,2.9,-0.1,11.3,30,0,1,690,0.001,0
"Kareem Abdul-Jabbar","abdulka01",1980,"LAL",32,82,0.731707317073171,1,38.3,24.8,10.8,4.5,1,3.4,0.604,0,0.765,14.8,0.227,63.9,3,2.4,5.3,24.1,1,147,147,221,0.665,1
"Julius Erving","ervinju01",1980,"PHI",29,78,0.719512195121951,0.951219512195122,36.1,26.9,7.4,4.6,2.2,1.8,0.519,0.2,0.787,12.5,0.213,56.8,3.7,2.6,6.3,30.3,2,31.5,31.5,221,0.143,0
"George Gervin","gervige01",1980,"SAS",27,78,0.5,0.951219512195122,37.6,33.1,5.2,2.6,1.4,1,0.528,0.314,0.852,10.6,0.173,58.7,4.4,-0.8,3.6,31.7,3,19,19,221,0.086,0
"Larry Bird","birdla01",1980,"BOS",23,82,0.74390243902439,1,36,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.836,11.2,0.182,53.8,2.3,1.9,4.2,25.3,4,15,15,221,0.068,0
"Tiny Archibald","architi01",1980,"BOS",31,80,0.74390243902439,0.975609756097561,35.8,14.1,2.5,8.4,1.3,0.1,0.482,0.222,0.83,8.9,0.148,57.4,2.9,-0.5,2.4,17,5,2,2,221,0.009,0
"Dennis Johnson","johnsde01",1980,"SEA",25,81,0.682926829268293,0.98780487804878,36.3,19,5.1,4.1,1.8,1,0.422,0.207,0.78,7.4,0.12,48.9,0.8,1.3,2.1,24.2,5,2,2,221,0.009,0
"Dan Roundfield","roundda01",1980,"ATL",26,81,0.609756097560976,0.98780487804878,32,16.5,10.3,2.3,1.2,1.7,0.499,0,0.71,9.1,0.169,55.1,1.1,1.9,3,22.8,5,2,2,221,0.009,0
"Gus Williams","willigu01",1980,"SEA",26,82,0.682926829268293,1,36.2,22.1,3.4,4.8,2.4,0.5,0.482,0.194,0.788,11.6,0.187,52.9,2.7,2.3,5,25.2,8,1.5,1.5,221,0.007,0
"Moses Malone","malonmo01",1980,"HOU",24,82,0.5,1,38.3,25.8,14.5,1.8,1,1.3,0.502,0,0.719,11.9,0.183,56,2.9,-0.4,2.5,27.6,9,1,1,221,0.005,0
