"Name","PlayerID","Year","Rank","MVP","First","Pts.Won","Pts.Max","Share","Age","Tm","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","raptorWAR","USG"
"Jeff Ruland","rulanje01",1983,12,0,0,12,750,0.016,24,"WSB",79,0.51219512195122,0.963414634146341,36.2,19.4,11,3,0.9,1,0.552,0.333,0.689,10.1,0.169,59.5,0.2,2.1,2.4,7.49,23
"Terry Cummings","cummite01",1983,13,0,0,10,750,0.013,21,"SDC",70,0.304878048780488,0.853658536585366,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0,0.709,8.7,0.164,55.7,2.7,0.6,3.3,7.81,26
"Maurice Lucas","lucasma01",1983,14,0,0,9,750,0.012,30,"PHO",77,0.646341463414634,0.939024390243902,33.6,16.5,10.4,2.8,0.7,0.6,0.474,0.333,0.781,7.1,0.132,52.8,-0.5,0.5,-0.1,3.54,22.5
"Alton Lister","listeal01",1983,15,0,0,5,750,0.007,24,"MIL",80,0.621951219512195,0.975609756097561,23.6,8.4,7.1,1.4,0.6,2.2,0.529,NA,0.537,3.8,0.096,54.3,-2.1,2.1,-0.1,2.59,17.7
"Bernard King","kingbe01",1983,16,0,0,4,750,0.005,26,"NYK",68,0.536585365853659,0.829268292682927,32.5,21.9,4.8,2.9,1.3,0.2,0.528,0,0.722,7.5,0.163,56.6,1.9,0.8,2.7,6.12,29.1
"Isiah Thomas","thomais01",1983,16,0,0,4,750,0.005,21,"DET",81,0.451219512195122,0.98780487804878,38.2,22.9,4,7.8,2.5,0.4,0.472,0.288,0.71,7.4,0.115,52.5,2.4,0.7,3.1,9.26,26.1
"Larry Drew","drewla01",1983,18,0,0,3,750,0.004,24,"KCK",75,0.548780487804878,0.914634146341463,35.9,20.1,2.8,8.1,1.7,0.1,0.492,0.125,0.82,7.2,0.128,54.5,2.5,-0.4,2.1,6.65,23.7
"Gus Williams","willigu01",1983,18,0,0,3,750,0.004,29,"SEA",80,0.585365853658537,0.975609756097561,34.5,20,2.6,8,2.3,0.3,0.477,0.047,0.751,8.5,0.148,51.7,3.1,1.7,4.8,10.6,25.8
"Dan Roundfield","roundda01",1983,20,0,0,2,750,0.003,29,"ATL",77,0.524390243902439,0.939024390243902,36.5,19,11.4,2.9,0.8,1.5,0.47,0.185,0.749,7.4,0.127,52.6,0.3,0.5,0.8,5.1,24.2
"Marques Johnson","johnsma01",1983,21,0,0,1.5,750,0.002,26,"MIL",80,0.621951219512195,0.975609756097561,35.7,21.4,7,4.5,1.3,0.7,0.509,0.2,0.735,10.7,0.18,54.3,3.4,1.1,4.4,10.4,25.7
"Norm Nixon","nixonno01",1983,22,0,0,1,750,0.001,27,"LAL",79,0.707317073170732,0.963414634146341,34.3,15.1,2.6,7.2,1.3,0.1,0.475,0,0.744,3.9,0.069,49.8,0.4,-1.4,-1,2.37,20.9
"Kiki Vandeweghe","vandeki01",1983,22,0,0,1,750,0.001,24,"DEN",82,0.548780487804878,1,35.5,26.7,5.3,2.5,0.8,0.5,0.547,0.294,0.875,11,0.182,61.3,3.9,-1.7,2.2,7.37,24.9
"Larry Bird","birdla01",1982,2,0,20,406,690,0.588,25,"BOS",77,0.768292682926829,0.939024390243902,38,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.863,12.5,0.205,55.7,3.7,2.3,6,13.01,25.2
"Julius Erving","ervinju01",1982,3,0,1,203,690,0.294,31,"PHI",81,0.707317073170732,0.98780487804878,34.4,24.4,6.9,3.9,2,1.7,0.546,0.273,0.763,13.3,0.229,59.3,5.1,2.4,7.5,14.54,28.1
"Robert Parish","parisro01",1982,4,0,4,131,690,0.19,28,"BOS",80,0.768292682926829,0.975609756097561,31.7,19.9,10.8,1.8,0.9,2.4,0.542,NA,0.71,10,0.19,57.1,1.2,3.3,4.5,9.32,25.5
"Gus Williams","willigu01",1982,5,0,2,115,690,0.167,28,"SEA",80,0.634146341463415,0.975609756097561,36,23.4,3.1,6.9,2.2,0.5,0.486,0.225,0.734,10.2,0.171,52.6,3,1.9,4.9,11.23,28.5
"George Gervin","gervige01",1982,6,0,1,110,690,0.159,29,"SAS",79,0.585365853658537,0.963414634146341,35.7,32.3,5,2.4,1,0.6,0.5,0.278,0.864,10.7,0.182,56.2,3.7,-0.9,2.8,7.89,35
"Sidney Moncrief","moncrsi01",1982,7,0,1,101,690,0.146,24,"MIL",80,0.670731707317073,0.975609756097561,37.3,19.8,6.7,4.8,1.7,0.3,0.523,0.071,0.817,13.4,0.216,60.1,4.6,1.1,5.8,12.87,21
"Magic Johnson","johnsma02",1982,8,0,0,67,690,0.097,22,"LAL",78,0.695121951219512,0.951219512195122,38.3,18.6,9.6,9.5,2.7,0.4,0.537,0.207,0.76,12.9,0.207,59,5.9,1.9,7.8,15.97,20.1
"Jack Sikma","sikmaja01",1982,9,0,0,33,690,0.048,26,"SEA",82,0.634146341463415,1,37.2,19.6,12.7,3.4,1.2,1.3,0.479,0.154,0.855,12.6,0.199,55.9,0.6,3.9,4.5,11.23,22.5
"Kareem Abdul-Jabbar","abdulka01",1982,10,0,0,31,690,0.045,34,"LAL",76,0.695121951219512,0.926829268292683,35.2,23.9,8.7,3,0.8,2.7,0.579,0,0.706,10.7,0.192,60.8,1.4,1.6,3,7.82,25.6
"Dan Roundfield","roundda01",1982,11,0,0,14,690,0.02,28,"ATL",61,0.51219512195122,0.74390243902439,36.3,18.6,11.8,2.7,1,1.5,0.466,0.2,0.76,6.5,0.141,52.7,0.6,1.5,2.1,5.44,24.6
"Kelly Tripucka","tripuke01",1982,11,0,0,14,690,0.02,22,"DET",82,0.475609756097561,1,37.5,21.6,5.4,3.3,1.1,0.2,0.496,0.227,0.797,7.5,0.117,57,1.7,-1.2,0.5,5.09,23.3
"Alex English","englial01",1982,13,0,0,12,690,0.017,28,"DEN",82,0.560975609756098,1,36.8,25.4,6.8,5.3,1.1,1.5,0.551,0,0.84,9.5,0.152,59.6,4.8,-0.9,3.9,10.13,25.3
"Bernard King","kingbe01",1982,14,0,0,10,690,0.014,25,"GSW",79,0.548780487804878,0.963414634146341,36.2,23.2,5.9,3.6,1,0.3,0.566,0.2,0.705,8.7,0.147,60,2.6,-1,1.6,6.39,25.3
"Adrian Dantley","dantlad01",1982,15,0,0,7,690,0.01,26,"UTA",81,0.304878048780488,0.98780487804878,39.8,30.3,6.3,4,1.2,0.2,0.57,0.333,0.792,12.6,0.187,63.1,5,-1.7,3.2,9.81,27.9
"Ray Williams","willira01",1982,16,0,0,6,690,0.009,27,"NJN",82,0.536585365853659,1,33.3,20.4,4,6,2.4,0.5,0.462,0.167,0.832,7.9,0.139,52.7,1.7,1.9,3.6,8.89,27.4
"Michael Cooper","coopemi01",1982,17,0,0,3,690,0.004,25,"LAL",76,0.695121951219512,0.926829268292683,28.9,11.9,3.5,3,1.6,0.8,0.517,0.118,0.813,5,0.109,55.6,0.2,0.7,0.9,4.1,17.5
"Dan Issel","isselda01",1982,17,0,0,3,690,0.004,33,"DEN",81,0.560975609756098,0.98780487804878,30.5,22.9,7.5,2.2,0.8,0.7,0.527,0.667,0.834,9.8,0.19,60.8,3,-1.8,1.2,4.91,26
"Marques Johnson","johnsma01",1982,17,0,0,3,690,0.004,25,"MIL",60,0.670731707317073,0.731707317073171,31.7,16.5,6.1,3.6,1,0.6,0.532,0,0.7,6.2,0.158,56.6,2.3,0.4,2.7,5.29,22.1
"Isiah Thomas","thomais01",1982,17,0,0,3,690,0.004,20,"DET",72,0.475609756097561,0.878048780487805,33.8,17,2.9,7.8,2.1,0.2,0.424,0.288,0.704,2.3,0.046,48.7,-0.1,0.2,0.1,3.53,25
"Dennis Johnson","johnsde01",1982,21,0,0,1,690,0.001,27,"PHO",80,0.560975609756098,0.975609756097561,36.7,19.5,5.1,4.6,1.3,0.7,0.47,0.19,0.806,8.1,0.132,54,1.5,0.3,1.8,6.87,23.6
"Mychal Thompson","thompmy01",1982,21,0,0,1,690,0.001,27,"POR",79,0.51219512195122,0.963414634146341,39.6,20.8,11.7,4,0.9,1.4,0.523,NA,0.628,8.2,0.125,54.8,0.4,0.4,0.9,5.75,22.9
"Jay Vincent","vinceja01",1982,21,0,0,1,690,0.001,22,"DAL",81,0.341463414634146,0.98780487804878,32.4,21.4,7,2.2,1.1,0.3,0.497,0.25,0.716,5.6,0.102,53.2,0,-0.2,-0.2,3.37,28.6
"Jamaal Wilkes","wilkeja01",1982,21,0,0,1,690,0.001,28,"LAL",82,0.695121951219512,1,35.4,21.1,4.8,1.7,1.1,0.3,0.525,0,0.732,7.7,0.127,55.4,0.8,-0.7,0,4.13,23.6
"Buck Williams","willibu01",1982,21,0,0,1,690,0.001,21,"NJN",82,0.536585365853659,1,34.5,15.5,12.3,1.3,1,1,0.582,0,0.624,8.9,0.152,60.3,0.5,1,1.5,6.11,18.2
"Larry Bird","birdla01",1981,2,0,20,423,690,0.613,24,"BOS",82,0.75609756097561,1,39.5,21.2,10.9,5.5,2,0.8,0.478,0.27,0.863,10.8,0.16,52.8,1.9,2.2,4,11.16,24.3
"Kareem Abdul-Jabbar","abdulka01",1981,3,0,8,286,690,0.414,33,"LAL",80,0.658536585365854,0.975609756097561,37.2,26.2,10.3,3.4,0.7,2.9,0.574,0,0.766,14.3,0.23,61.6,2.5,1.8,4.3,10.6,26.3
"Moses Malone","malonmo01",1981,4,0,8,180,690,0.261,25,"HOU",80,0.48780487804878,0.975609756097561,40.6,27.8,14.8,1.8,1,1.9,0.522,0.333,0.757,13.7,0.202,58.5,2.6,0.8,3.5,10.19,27.6
"George Gervin","gervige01",1981,5,0,1,83,690,0.12,28,"SAS",82,0.634146341463415,1,33.7,27.1,5.1,3.2,1.1,0.7,0.492,0.257,0.826,10.5,0.182,55.5,3.2,-0.7,2.6,7.47,32.3
"Marques Johnson","johnsma01",1981,6,0,1,73,690,0.106,24,"MIL",76,0.731707317073171,0.926829268292683,33.4,20.3,6.8,4.6,1.5,0.5,0.552,0,0.706,11.2,0.211,58.3,4.8,0.9,5.7,10.97,23.3
"Robert Parish","parisro01",1981,7,0,0,53,690,0.077,27,"BOS",82,0.75609756097561,1,28,18.9,9.5,1.8,1,2.6,0.545,0,0.71,10.9,0.228,57.9,1.9,4.1,6,10.25,27.1
"Dennis Johnson","johnsde01",1981,8,0,0,50,690,0.072,26,"PHO",79,0.695121951219512,0.963414634146341,33.1,18.8,4.6,3.7,1.7,0.8,0.436,0.216,0.82,8.4,0.154,51.6,0.8,1.6,2.4,6.83,24.6
"Tiny Archibald","architi01",1981,9,0,0,32,690,0.046,32,"BOS",80,0.75609756097561,0.975609756097561,35.3,13.8,2.2,7.7,0.9,0.2,0.499,0,0.816,6.9,0.118,58.2,2.1,-1.3,0.7,4.99,17.5
"Jamaal Wilkes","wilkeja01",1981,10,0,0,19,690,0.028,27,"LAL",81,0.658536585365854,0.98780487804878,37.4,22.6,5.4,2.9,1.5,0.4,0.526,0.077,0.758,8.5,0.135,55.6,1.3,0,1.4,6.33,24.5
"Magic Johnson","johnsma02",1981,11,0,0,18,690,0.026,21,"LAL",37,0.658536585365854,0.451219512195122,37.1,21.6,8.6,8.6,3.4,0.7,0.532,0.176,0.76,6.4,0.225,58.2,5.5,3.6,9,8.24,24.3
"Adrian Dantley","dantlad01",1981,12,0,1,15,690,0.022,25,"UTA",80,0.341463414634146,0.975609756097561,42.7,30.7,6.4,4,1.4,0.2,0.559,0.286,0.806,13.6,0.191,62.2,4.3,-1.1,3.2,10.34,28.4
"Phil Ford","fordph01",1981,12,0,1,15,690,0.022,24,"KCK",66,0.48780487804878,0.804878048780488,34.7,17.5,1.9,8.8,1.5,0.1,0.478,0.306,0.831,5.2,0.11,55.3,2.1,-0.9,1.2,4.56,23.3
"Bernard King","kingbe01",1981,14,0,0,12,690,0.017,24,"GSW",81,0.475609756097561,0.98780487804878,36,21.9,6.8,3.5,0.9,0.4,0.588,0.333,0.703,9.1,0.15,61.7,3.3,-1.2,2.1,7.26,23.2
"Kelvin Ransey","ranseke01",1981,15,0,1,11,690,0.016,22,"POR",80,0.548780487804878,0.975609756097561,30.4,15.2,2.4,6.9,1.1,0.1,0.452,0.097,0.749,2.8,0.056,48.4,0.1,-1.5,-1.4,1.67,24.3
"Jack Sikma","sikmaja01",1981,15,0,0,11,690,0.016,25,"SEA",82,0.414634146341463,1,35.6,18.7,10.4,3,1,1.1,0.454,0,0.823,8,0.132,51.2,-1,1.8,0.9,5.4,23.6
"Otis Birdsong","birdsot01",1981,17,0,0,7,690,0.01,25,"KCK",71,0.48780487804878,0.865853658536585,36.5,24.6,3.6,3.3,1.3,0.3,0.544,0.286,0.697,8.2,0.152,58,2.8,-0.7,2.2,6.48,26.8
"Micheal Ray Richardson","richami01",1981,17,0,0,7,690,0.01,25,"NYK",79,0.609756097560976,0.963414634146341,40.2,16.4,6.9,7.9,2.9,0.4,0.469,0.225,0.663,6.9,0.104,51.1,2.7,1.9,4.6,11.9,20
"Truck Robinson","robintr01",1981,19,0,0,6,690,0.009,29,"PHO",82,0.695121951219512,1,37.7,18.8,9.6,2.5,0.8,0.5,0.505,NA,0.629,7.6,0.119,53.1,-0.9,0.2,-0.6,3.31,21.5
"Reggie Theus","theusre01",1981,19,0,0,6,690,0.009,23,"CHI",82,0.548780487804878,1,34.4,18.9,3.5,5.2,1.5,0.2,0.495,0.2,0.809,9.2,0.156,57.8,4,-0.8,3.2,8.57,23.1
"Norm Nixon","nixonno01",1981,21,0,0,5,690,0.007,25,"LAL",79,0.658536585365854,0.963414634146341,37.5,17.1,2.9,8.8,1.8,0.1,0.476,0.167,0.778,5.5,0.089,51.1,1.1,-0.4,0.7,5.19,21.8
"Artis Gilmore","gilmoar01",1981,22,0,0,4,690,0.006,31,"CHI",82,0.548780487804878,1,34.5,17.9,10.1,2.1,0.6,2.4,0.67,NA,0.705,12.3,0.208,69.9,2.5,1,3.5,9.04,18.5
"Bob Lanier","laniebo01",1981,22,0,0,4,690,0.006,32,"MIL",67,0.731707317073171,0.817073170731707,26.2,14.3,6.2,2.7,1.1,1.2,0.525,1,0.751,6.8,0.185,57.3,0.9,2.6,3.4,5.51,21.8
"Michael Cooper","coopemi01",1981,24,0,0,3,690,0.004,24,"LAL",81,0.658536585365854,0.98780487804878,32.4,9.4,4.1,4.1,1.6,1,0.491,0.211,0.785,5,0.092,53,0.2,0.8,1.1,5.09,13.5
"Walter Davis","daviswa03",1981,24,0,0,3,690,0.004,26,"PHO",78,0.695121951219512,0.951219512195122,28,18,2.6,3.9,1.2,0.2,0.539,0.412,0.836,7.1,0.157,57.9,2,-0.1,1.9,5.13,25.6
"George Johnson","johnsge02",1981,24,0,0,3,690,0.004,32,"SAS",82,0.634146341463415,1,23.6,5,7.3,1.1,0.6,3.4,0.473,NA,0.734,4.5,0.112,51.7,-2,3.5,1.4,4.1,10.4
"Bobby Jones","jonesbo01",1981,24,0,0,3,690,0.004,29,"PHI",81,0.75609756097561,0.98780487804878,25.3,13.5,5.4,2.8,1.2,0.9,0.539,0,0.813,9.2,0.217,60.4,2.6,1.5,4.1,7.19,20.8
"Mike Mitchell","mitchmi01",1981,24,0,0,3,690,0.004,25,"CLE",82,0.341463414634146,1,39,24.5,6.1,1.7,0.8,0.6,0.476,0.444,0.784,6,0.091,51.3,0.3,-1.1,-0.8,3.16,26.9
"James Silas","silasja01",1981,24,0,0,3,690,0.004,31,"SAS",75,0.634146341463415,0.914634146341463,27.4,17.7,3.1,3.8,0.7,0.2,0.477,0,0.85,7,0.164,55.7,2,-1.7,0.4,3.25,26.1
"Quinn Buckner","bucknqu01",1981,30,0,0,1,690,0.001,26,"MIL",82,0.731707317073171,1,29.1,13.3,3.6,4.7,2.4,0,0.493,0.167,0.734,5.4,0.108,52.2,0.2,2.2,2.4,6.32,21.1
"Caldwell Jones","jonesca01",1981,30,0,0,1,690,0.001,30,"PHI",81,0.75609756097561,0.98780487804878,32.6,7.2,10,1.5,0.7,1.7,0.449,NA,0.767,5.5,0.1,51.2,-3.1,2.9,-0.1,3.52,11.3
"Julius Erving","ervinju01",1980,2,0,31.5,31.5,221,0.143,29,"PHI",78,0.719512195121951,0.951219512195122,36.1,26.9,7.4,4.6,2.2,1.8,0.519,0.2,0.787,12.5,0.213,56.8,3.7,2.6,6.3,12.96,30.3
"George Gervin","gervige01",1980,3,0,19,19,221,0.086,27,"SAS",78,0.5,0.951219512195122,37.6,33.1,5.2,2.6,1.4,1,0.528,0.314,0.852,10.6,0.173,58.7,4.4,-0.8,3.6,9.52,31.7
"Larry Bird","birdla01",1980,4,0,15,15,221,0.068,23,"BOS",82,0.74390243902439,1,36,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.836,11.2,0.182,53.8,2.3,1.9,4.2,10.52,25.3
"Tiny Archibald","architi01",1980,5,0,2,2,221,0.009,31,"BOS",80,0.74390243902439,0.975609756097561,35.8,14.1,2.5,8.4,1.3,0.1,0.482,0.222,0.83,8.9,0.148,57.4,2.9,-0.5,2.4,7.54,17
"Dennis Johnson","johnsde01",1980,5,0,2,2,221,0.009,25,"SEA",81,0.682926829268293,0.98780487804878,36.3,19,5.1,4.1,1.8,1,0.422,0.207,0.78,7.4,0.12,48.9,0.8,1.3,2.1,7.27,24.2
"Dan Roundfield","roundda01",1980,5,0,2,2,221,0.009,26,"ATL",81,0.609756097560976,0.98780487804878,32,16.5,10.3,2.3,1.2,1.7,0.499,0,0.71,9.1,0.169,55.1,1.1,1.9,3,7.64,22.8
"Gus Williams","willigu01",1980,8,0,1.5,1.5,221,0.007,26,"SEA",82,0.682926829268293,1,36.2,22.1,3.4,4.8,2.4,0.5,0.482,0.194,0.788,11.6,0.187,52.9,2.7,2.3,5,11.68,25.2
"Moses Malone","malonmo01",1980,9,0,1,1,221,0.005,24,"HOU",82,0.5,1,38.3,25.8,14.5,1.8,1,1.3,0.502,0,0.719,11.9,0.183,56,2.9,-0.4,2.5,8.4,27.6
